rank,left,right,similarity
1,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.995025634765625
2,01138_1783666508321403_0.jpg,02131_1784211128247403_0.jpg,0.9939881563186646
3,01642_1783911407152102_0.jpg,04013_1784516998443553_0.jpg,0.9937564730644226
4,02220_1784257738267835_0.jpg,03003_1784445553632574_0.jpg,0.9931395053863525
5,01019_1783504779057314_0.jpg,04013_1784516998443553_0.jpg,0.9931337833404541
6,01482_1783841365772198_0.jpg,07091_1784527598129724_0.jpg,0.9930899143218994
7,01019_1783504779057314_0.jpg,08485_1784530554204773_0.jpg,0.9928464889526367
8,02131_1784211128247403_0.jpg,03930_1784514336438507_0.jpg,0.9923139810562134
9,00889_1783304549616241_0.jpg,01477_1783841004961145_0.jpg,0.9920944571495056
10,00912_1783323818309956_0.jpg,02624_1784365777743059_0.jpg,0.9920345544815063
