rank,left,right,similarity
1,01117_1783654297158646_0.jpg,01720_1783934127491465_0.jpg,0.9964991211891174
2,01117_1783654297158646_0.jpg,02153_1784243020975530_0.jpg,0.9955238699913025
3,00985_1783477791853543_0.jpg,01720_1783934127491465_0.jpg,0.9953442215919495
4,00985_1783477791853543_0.jpg,01482_1783841365772198_0.jpg,0.9950428009033203
5,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.9950257539749146
6,03156_1784451377464089_0.jpg,03930_1784514336438507_0.jpg,0.9948891401290894
7,00985_1783477791853543_0.jpg,01117_1783654297158646_0.jpg,0.9948492050170898
8,01138_1783666508321403_0.jpg,03156_1784451377464089_0.jpg,0.9945967793464661
9,01720_1783934127491465_0.jpg,02153_1784243020975530_0.jpg,0.9940209984779358
10,01138_1783666508321403_0.jpg,02376_1784280461382040_0.jpg,0.9939649701118469
