rank,left,right,similarity
1,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.9950257539749146
2,01013_1783496639094132_0.jpg,01720_1783934127491465_0.jpg,0.9943422675132751
3,01138_1783666508321403_0.jpg,02131_1784211128247403_0.jpg,0.9939881563186646
4,01138_1783666508321403_0.jpg,02376_1784280461382040_0.jpg,0.9939649701118469
5,02376_1784280461382040_0.jpg,03930_1784514336438507_0.jpg,0.9938308000564575
6,01642_1783911407152102_0.jpg,04013_1784516998443553_0.jpg,0.9937564730644226
7,01013_1783496639094132_0.jpg,07091_1784527598129724_0.jpg,0.9935108423233032
8,01019_1783504779057314_0.jpg,04013_1784516998443553_0.jpg,0.9931338429450989
9,01720_1783934127491465_0.jpg,07091_1784527598129724_0.jpg,0.992932140827179
10,01019_1783504779057314_0.jpg,08485_1784530554204773_0.jpg,0.9928464889526367
