rank,left,right,similarity
1,01117_1783654297158646_0.jpg,01720_1783934127491465_0.jpg,0.9964991211891174
2,02224_1784257768871842_0.jpg,02227_1784257798598847_0.jpg,0.9956388473510742
3,02214_1784257693055826_0.jpg,02224_1784257768871842_0.jpg,0.9955832958221436
4,01117_1783654297158646_0.jpg,02153_1784243020975530_0.jpg,0.9955238699913025
5,00985_1783477791853543_0.jpg,01720_1783934127491465_0.jpg,0.9953442215919495
6,00985_1783477791853543_0.jpg,01013_1783496639094132_0.jpg,0.9952701926231384
7,00985_1783477791853543_0.jpg,01482_1783841365772198_0.jpg,0.9950428009033203
8,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.9950257539749146
9,03938_1784514456789509_0.jpg,03945_1784514577023511_0.jpg,0.9950014352798462
10,03156_1784451377464089_0.jpg,03930_1784514336438507_0.jpg,0.9948891401290894
