rank,left,right,similarity
1,01117_1783654297158646_0.jpg,01720_1783934127491465_0.jpg,0.9964991211891174
2,01117_1783654297158646_0.jpg,02153_1784243020975530_0.jpg,0.9955238699913025
3,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.9950257539749146
4,03156_1784451377464089_0.jpg,03930_1784514336438507_0.jpg,0.9948892593383789
5,01013_1783496639094132_0.jpg,01482_1783841365772198_0.jpg,0.9948166012763977
6,01013_1783496639094132_0.jpg,01651_1783998746414113_0.jpg,0.9947301149368286
7,01215_1783732587309446_0.jpg,03156_1784451377464089_0.jpg,0.9947064518928528
8,01138_1783666508321403_0.jpg,03156_1784451377464089_0.jpg,0.9945967793464661
9,03289_1784454805924150_0.jpg,03930_1784514336438507_0.jpg,0.9944319128990173
10,01013_1783496639094132_0.jpg,01720_1783934127491465_0.jpg,0.9943422675132751
