rank,left,right,similarity
1,01117_1783654297158646_0.jpg,01720_1783934127491465_0.jpg,0.9964991211891174
2,01117_1783654297158646_0.jpg,02153_1784243020975530_0.jpg,0.9955238699913025
3,00985_1783477791853543_0.jpg,01720_1783934127491465_0.jpg,0.9953442215919495
4,00985_1783477791853543_0.jpg,01013_1783496639094132_0.jpg,0.9952701926231384
5,00985_1783477791853543_0.jpg,01482_1783841365772198_0.jpg,0.9950428009033203
6,01138_1783666508321403_0.jpg,03930_1784514336438507_0.jpg,0.9950257539749146
7,03156_1784451377464089_0.jpg,03930_1784514336438507_0.jpg,0.9948891401290894
8,00985_1783477791853543_0.jpg,01117_1783654297158646_0.jpg,0.9948492050170898
9,01013_1783496639094132_0.jpg,01482_1783841365772198_0.jpg,0.9948166012763977
10,01013_1783496639094132_0.jpg,01651_1783998746414113_0.jpg,0.9947301149368286
