task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.0014980151318013668,3900.9770335252397,48.035334221087396,3900.9785315403715,1.0836051476501032,449800,7100,4498,4498,0
1,0.0013862759806215763,4299.531867245212,37.59505017986521,4299.533253521193,1.1943147926447757,549800,8600,5498,5498,0
2,0.0025170696899294853,6223.98501421418,61.931388513650745,6223.98753128387,1.7288854253566306,649800,10200,6498,6498,0
3,0.002905806992202997,7551.016255715862,67.775372561533,7551.019161522854,2.097505322645237,757300,11900,7573,7573,0
