task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-cold,0.2342620508992252,0.45755897531481415,0.791503457310164,0.3975037115037115,0.2342620508992252
1,full-cold,0.2709009898170951,0.5377866040909152,0.763333801262325,0.44610416666666663,0.2709009898170951
2,full-cold,0.2900833270922114,0.5330359884008523,0.8230793092519098,0.46951148366908796,0.2900833270922114
3,full-cold,0.2962139343532657,0.5339949053149536,0.8644128908171756,0.46526179105692994,0.2962139343532657
4,full-cold,0.28812385093218534,0.5309148007970016,0.859704478791075,0.47812783429074723,0.28812385093218534
5,full-cold,0.321588172675589,0.5814908883961142,0.5663840673069593,0.58094346460679,0.321588172675589
6,full-cold,0.3449629513802702,0.6287413419042884,0.736143710947867,0.5742591961753419,0.3449629513802702
7,full-cold,0.3274785191179949,0.6018733546613335,0.7293362139402831,0.5773252134710468,0.3274785191179949
