task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-cold,0.1920981159298162,0.40337571243248566,0.7228318645135658,0.37046357699996435,0.1920981159298162
1,full-cold,0.20721897939930195,0.4413255616165929,0.816772528755781,0.38244023750238,0.20721897939930195
2,full-cold,0.21786420906619355,0.46292891258130114,0.7741019893414822,0.40834005043357346,0.21786420906619355
3,full-cold,0.2232503109706978,0.4659358618124719,0.8106432886742038,0.4144803349206016,0.2232503109706978
4,full-cold,0.22446103492797936,0.482905465180709,0.8119093194026981,0.40327542995419585,0.22446103492797936
5,full-cold,0.23494288259403026,0.4815980112477736,0.7920860117286642,0.4386353746998842,0.23494288259403026
6,full-cold,0.21885616121905824,0.47371163486377,0.7484329256139018,0.43270686856591273,0.21885616121905824
7,full-cold,0.2346638551235605,0.4739150552414853,0.774444923367795,0.4305198188985946,0.2346638551235605
