task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.00030319392681121826,1174.5513835288584,162.0390846459195,1174.5516867227852,0.3262643574229959,97200,1600,972,972,0
1,0.0006683219689875841,1532.065266591031,157.72130133886822,1532.065934913,0.4255738708091667,184500,2900,1845,1845,0
2,0.0009644399397075176,2349.386726310011,167.69553544814698,2349.3876907499507,0.6526076918749864,280200,4400,2802,2802,0
3,0.001126379007473588,3045.9081033770926,157.82775279297493,3045.9092297561,0.8460858971544722,342600,5400,3426,3426,0
4,0.001356218010187149,5054.218335569836,272.2271517228801,5054.219691787846,1.403949914385513,400800,6300,4008,4008,0
5,0.001522360136732459,13013.537751073018,175.85365540208295,13013.539273433154,3.6148720203980984,447900,7000,4479,4479,0
6,0.0020263579208403826,5409.63532351004,206.4356779109221,5409.63734986796,1.502677041629989,509400,8000,5094,5094,0
7,0.0021307780407369137,5153.028595678974,177.7482027017977,5153.030726457015,1.4313974240158374,540400,8500,5404,5404,0
