task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-warm,0.2183487923071451,0.46887835389809496,0.4877009238647418,0.46528374214183565,0.2183487923071451
1,positive-only__current-warm,0.21079371300122113,0.46346684626374046,0.47732921141696427,0.46185021985082475,0.21079371300122113
2,positive-only__current-warm,0.20783699207619927,0.46094599100095807,0.5264765566159344,0.42114337568058074,0.20783699207619927
3,positive-only__current-warm,0.21345304478789182,0.46873447704304205,0.8041003258810113,0.41497517975008397,0.21345304478789182
