task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.001486578956246376,5061.908758412115,43.360143567901105,5061.9102449910715,1.4060861791641865,449800,7100,4498,4498,0
1,0.028513623983599246,571.2403450059937,40.79497668595286,571.2688586299773,0.15868579406388258,34700,600,1000,347,0
2,0.03060276701580733,513.314028776018,40.39828859094996,513.3446315430338,0.14259573098417605,30800,500,1000,308,0
3,0.033370984019711614,673.3873510489939,34.4350803209818,673.4207220330136,0.18706131167583712,37200,600,1075,372,0
