task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-cold,0.15574698613859284,0.3622407220936371,0.718448292211807,0.3490454959243209,0.15574698613859284
1,full-cold,0.21515092586513365,0.45239217812067056,0.48950257027889665,0.41172975542304036,0.21515092586513365
2,full-cold,0.2065777894123129,0.4550094261854156,0.7086693006904274,0.43788419848455895,0.2065777894123129
3,full-cold,0.19904674517589488,0.4392739394964071,0.7643662591284264,0.40786448880822745,0.19904674517589488
4,full-cold,0.2021438042750264,0.44563423397870294,0.8107535939573708,0.390275257108288,0.2021438042750264
5,full-cold,0.2159619537079602,0.4617249938028178,0.7908858802203365,0.4342653371199846,0.2159619537079602
6,full-cold,0.22251142947273755,0.466639114332683,0.7686228535529361,0.4324777460893613,0.22251142947273755
7,full-cold,0.21612424461894156,0.47183669627839075,0.8086192327687034,0.395646393952504,0.21612424461894156
