task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,5.94649463891983e-05,216.58662590989843,39.03854444692843,216.58668537484482,0.060162968159679114,8100,200,81,81,0
1,8.287187665700912e-05,204.44676236901432,41.079076203284785,204.44684524089098,0.056790790344691935,16100,300,161,161,0
2,0.00011124089360237122,284.6479757570196,37.90389012708329,284.6480869979132,0.07906891305497589,24100,400,241,241,0
3,0.00013541104272007942,312.3849200529512,34.08275859383866,312.3850554639939,0.08677362651777609,32100,600,321,321,0
4,0.00016140611842274666,317.7475689200219,36.9912428681273,317.7477303261403,0.08826325842392786,40100,700,401,401,0
5,0.00018442096188664436,388.8600041680038,35.85251735919155,388.8601885889657,0.10801671905249047,48100,800,481,481,0
6,0.00019580801017582417,373.19194840593264,37.67785852099769,373.1921442139428,0.103664484503873,56100,900,561,561,0
7,0.00021742680110037327,454.10041670594364,32.521792906103656,454.10063413274474,0.12613906503687353,64100,1100,641,641,0
