task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-cold,0.193064482426718,0.4097554861141135,0.7286185847635666,0.3883912887729883,0.193064482426718
1,full-cold,0.1709643380401424,0.3737249347875406,0.48781562849711946,0.3513173435774586,0.1709643380401424
2,full-cold,0.19397717955343927,0.4125493834899034,0.6892791011664144,0.3800281665277671,0.19397717955343927
3,full-cold,0.18041621984595368,0.41011243312113155,0.7308595621057055,0.3514216575922565,0.18041621984595368
4,full-cold,0.17129304375234233,0.3911932060948017,0.7908660577748885,0.3403919280961023,0.17129304375234233
5,full-cold,0.20231935814249846,0.43931842145200667,0.777759103758904,0.38550888609823364,0.20231935814249846
6,full-cold,0.22853436464227536,0.46813092835716563,0.76143582010717,0.4145613853417846,0.22853436464227536
7,full-cold,0.2346638551235605,0.4739150552414853,0.774444923367795,0.4305198188985946,0.2346638551235605
