task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.0035875760950148106,5072.6859110072255,67.31863135006279,5072.6894985833205,1.4090804162731445,449800,7100,4498,4498,0
1,0.0049270219169557095,3361.968070419971,53.701946157962084,3361.972997441888,0.9338813881783021,150000,2400,5498,1500,500
2,0.005156463943421841,3123.9851179192774,48.990174741484225,3123.990274383221,0.8677750762175613,150000,2400,6498,1500,500
3,0.0060875993221998215,3064.1298992419615,44.83500817976892,3064.1359868412837,0.8511488852336899,157500,2500,7573,1575,500
