task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-warm,0.2183487923071451,0.46887835389809496,0.4877009238647418,0.46528374214183565,0.2183487923071451
1,error-hard__cum-cold,0.22756429424323607,0.4747119514536629,0.7666806375962009,0.4495397977702878,0.22756429424323607
2,error-hard__cum-cold,0.22521855640369606,0.4825068288966438,0.8377632038560461,0.4011926367643246,0.22521855640369606
3,error-hard__cum-cold,0.22529469857186366,0.46686895131929185,0.7564499611476471,0.43810388039063175,0.22529469857186366
