task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.001486578956246376,5061.908758412115,43.360143567901105,5061.9102449910715,1.4060861791641865,449800,7100,4498,4498,0
1,21.577903800003696,2778.3599746790132,38.24297483306145,2799.937878479017,0.7777605217997269,473100,7400,5498,4731,0
2,22.119929248990957,2687.4769614510005,36.866034567006864,2709.5968906999915,0.7526658029722199,495700,7800,6498,4957,0
3,21.561919752974063,2989.927154560981,38.27777610399062,3011.489074313955,0.8365247428649875,524800,8200,7573,5248,0
