task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.00032834603916853666,933.587786323973,157.41559187998064,933.5881146700121,0.25933003185278114,100000,1600,1000,1000,0
1,0.0007246399763971567,1395.2194912820123,158.82325352996122,1395.2202159219887,0.3875611710894413,199800,3200,1998,1998,0
2,0.0010628580348566175,1752.2398696140153,159.67346305190586,1752.2409324720502,0.4867335923533473,299800,4700,2998,2998,0
3,0.0014121169224381447,3038.6363433359656,165.7144837898668,3038.637755452888,0.8440660431813578,399800,6300,3998,3998,0
4,0.002089001936838031,2817.027167981025,152.53919530496933,2817.0292569829617,0.7825081269397116,499800,7900,4998,4998,0
5,0.002388377906754613,4327.894535613013,156.36600069794804,4327.89692399092,1.2021935899974778,599800,9400,5998,5998,0
6,0.002701875986531377,4525.133679950959,167.2992802519584,4525.136381826946,1.2569823282852626,699800,11000,6998,6998,0
7,0.0029740380123257637,3964.547201978974,162.1990227001952,3964.5501760169864,1.1012639377824962,757300,11900,7573,7573,0
