task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.0014768629334867,3620.619618397206,45.77714008837938,3620.6210952601396,1.0057280820167054,449800,7100,4498,4498,0
1,0.0013329978100955486,4318.088741958141,37.8658609688282,4318.090074955951,1.199469465265542,549800,8600,5498,5498,0
2,0.002445911057293415,6191.437857307959,42.69297030894086,6191.440303219017,1.719844528671949,649800,10200,6498,6498,0
3,0.0028195460326969624,7467.4937012130395,57.17333241784945,7467.496520759072,2.0743045890997425,757300,11900,7573,7573,0
