task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.0015178490430116653,2569.969790826086,164.87228650506586,2569.971308675129,0.7138809190764247,449800,7100,4498,4498,0
1,0.002152606029994786,3575.9837300499203,167.81793219095562,3575.9858826559503,0.993329411848875,549800,8600,5498,5498,0
2,0.0025085649685934186,4255.461463124957,167.06645681301598,4255.4639716899255,1.1820733254694238,649800,10200,6498,6498,0
3,0.0029129909817129374,3905.4136369329644,170.85829080699477,3905.416549923946,1.0848379305344296,757300,11900,7573,7573,0
