task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,5.873898044228554e-05,183.4455416710116,39.01521598990075,183.44560040999204,0.05095711122499779,8100,200,81,81,0
1,6.763008423149586e-05,192.73886871500872,38.907516164006665,192.73893634509295,0.05353859342919249,16100,300,161,161,0
2,0.00011215498670935631,256.4913596629631,37.183334581088275,256.4914718179498,0.0712476310605416,24100,400,241,241,0
3,0.0001414769794791937,295.54126820596866,35.37191702588461,295.54140968294814,0.08209483602304116,32100,600,321,321,0
4,0.00017785420641303062,304.66388703882694,35.16240133577958,304.66406489303336,0.08462890691473149,40100,700,401,401,0
5,0.00018107914365828037,336.5038951919414,33.14435592270456,336.50407627108507,0.09347335451974585,48100,800,481,481,0
6,0.00017783488146960735,359.3765080680605,32.182128672953695,359.376685902942,0.09982685719526166,56100,900,561,561,0
7,0.00021824287250638008,446.9911332288757,32.74591411673464,446.9913514717482,0.12416426429770784,64100,1100,641,641,0
