task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,0.001486578956246376,5061.908758412115,43.360143567901105,5061.9102449910715,1.4060861791641865,449800,7100,4498,4498,0
1,0.05743059603264555,3537.321682867012,38.09615730895894,3537.3791134630446,0.9826053092952902,484500,7600,5498,4845,0
2,0.10227447497891262,3765.42738750804,38.75842455797829,3765.5296619830187,1.0459804616619497,515300,8100,6498,5153,0
3,0.10440261696930975,2832.355042834999,34.013187851931434,2832.4594454519683,0.7867942904033245,552500,8700,7573,5525,0
