task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-warm,0.2183487923071451,0.46887835389809496,0.4877009238647418,0.46528374214183565,0.2183487923071451
1,positive-only__cum-cold,0.22457665755273817,0.4734593552958915,0.8056190716425803,0.41170851189658986,0.22457665755273817
2,positive-only__cum-cold,0.23089015232843174,0.4882870745845223,0.7824122185616478,0.44434643138514884,0.23089015232843174
3,positive-only__cum-cold,0.21865884207461117,0.47289631476696753,0.8055595728917871,0.4125605293065351,0.21865884207461117
