task,task_label,test.map50_95,test.map50,test.precision,test.recall,seen_mean
0,full-cold,0.2872708253482851,0.7067068010008889,0.7941453287187414,0.6191775549800241,0.2872708253482851
1,full-cold,0.3995028151525674,0.819482292107379,0.8019213950792898,0.7497546929645695,0.3995028151525674
2,full-cold,0.44650088100274476,0.874009894245839,0.8791034802115134,0.8148148148148148,0.44650088100274476
3,full-cold,0.45807963212785985,0.8558976857604809,0.8263733324927782,0.8226624290592619,0.45807963212785985
4,full-cold,0.4155306201211048,0.860658953774012,0.870248667639972,0.7452689502072218,0.4155306201211048
5,full-cold,0.47341098754424704,0.8913654581496189,0.9072517926147835,0.8024691358024691,0.47341098754424704
6,full-cold,0.47910025053802724,0.8798448919545694,0.8809935316618741,0.8888888888888888,0.47910025053802724
7,full-cold,0.5059503184966808,0.844846716856723,0.8576495909829243,0.8182305762552676,0.5059503184966808
