task,selection_seconds,training_seconds,evaluation_seconds,method_seconds,gpu_hours,images_read,optimizer_steps,candidate_count,selected_count,replay_count
0,3.2224925234913826e-05,178.7617089219857,40.58608599496074,178.76174114691094,0.04965603920747526,8100,200,81,81,0
1,6.152200512588024e-05,192.725451819133,40.166024359175935,192.72551334113814,0.053534864816982816,16100,300,161,161,0
2,0.0001044468954205513,261.5227632620372,37.4029970690608,261.5228677089326,0.07264524103025906,24100,400,241,241,0
3,0.00013229995965957642,301.5796247390099,32.29932894092053,301.57975703896955,0.0837721547330471,32100,600,321,321,0
4,0.000153703847900033,311.4388809201773,34.396047493908554,311.4390346240252,0.08651084295111812,40100,700,401,401,0
5,0.00020750006660819054,345.67940900917165,39.18374204286374,345.67961650923826,0.09602211569701062,48100,800,481,481,0
6,0.0002063731662929058,393.84578814008273,36.68876886414364,393.845994513249,0.10940166514256917,56100,900,561,561,0
7,0.0002814608160406351,784.6860786208417,34.45870155491866,784.6863600816578,0.21796843335601604,64100,1100,641,641,0
